symbol,方向,進場模式,進場時間,進場價,出場時間,出場價,出場原因,毛損益%,淨損益%,鎖定high,鎖定low
5443,多,突破,2026-02-26 09:10:00,91.9,2026-02-26 13:30:00,91.8,收盤平倉,-0.109,-0.33,91.5,88.7
5443,多,突破,2026-03-03 09:20:00,96.2,2026-03-03 09:50:00,93.8,移動停利,-2.495,-2.716,96.2,94.2
5443,多,突破,2026-03-10 09:20:00,96.2,2026-03-10 11:15:00,95.1,移動停利,-1.143,-1.365,96.2,92.8
5443,多,突破,2026-03-11 10:25:00,98.8,2026-03-11 12:00:00,97.6,EXIT,-1.215,-1.436,98.8,97.7
5443,多,突破,2026-03-13 09:05:00,95.7,2026-03-13 13:30:00,96.7,收盤平倉,1.045,0.824,95.3,93.9
5443,多,突破,2026-03-16 10:05:00,100.5,2026-03-16 13:30:00,106.0,收盤平倉,5.473,5.251,100.0,97.6
5443,多,突破,2026-03-17 11:20:00,105.5,2026-03-17 11:45:00,104.0,移動停利,-1.422,-1.643,105.5,103.5
5443,多,突破,2026-03-23 09:40:00,103.0,2026-03-23 10:45:00,103.5,移動停利,0.485,0.264,102.5,99.6
5443,多,突破,2026-03-25 09:15:00,105.5,2026-03-25 13:30:00,106.0,收盤平倉,0.474,0.253,105.5,103.5
5443,多,突破,2026-03-30 10:10:00,101.0,2026-03-30 13:30:00,101.0,收盤平倉,0.0,-0.221,101.0,100.0
5443,多,突破,2026-04-09 10:00:00,115.5,2026-04-09 13:10:00,116.0,移動停利,0.433,0.212,114.0,111.5
5443,多,突破,2026-04-13 09:05:00,120.5,2026-04-13 09:10:00,117.5,移動停利,-2.49,-2.711,118.0,114.5
5443,多,突破,2026-04-14 10:05:00,112.5,2026-04-14 13:30:00,117.0,收盤平倉,4.0,3.779,112.5,109.5
5443,多,突破,2026-04-17 10:25:00,114.5,2026-04-17 13:30:00,114.0,收盤平倉,-0.437,-0.658,114.5,113.0
5443,多,突破,2026-04-20 09:20:00,120.5,2026-04-20 12:30:00,120.5,移動停利,0.0,-0.221,120.5,116.0
5443,多,突破,2026-04-21 10:55:00,118.0,2026-04-21 13:30:00,118.5,收盤平倉,0.424,0.202,118.0,116.5
5443,多,突破,2026-04-24 09:15:00,116.0,2026-04-24 12:25:00,117.5,移動停利,1.293,1.072,116.0,113.0
5443,多,突破,2026-04-29 09:40:00,115.5,2026-04-29 13:30:00,122.0,收盤平倉,5.628,5.406,114.5,113.0
5443,多,突破,2026-04-30 09:55:00,131.0,2026-04-30 10:00:00,128.0,移動停利,-2.29,-2.511,130.0,124.0
5443,多,突破,2026-05-04 09:25:00,134.0,2026-05-04 09:45:00,130.5,移動停利,-2.612,-2.833,133.5,130.0
5443,多,突破,2026-05-11 12:40:00,129.5,2026-05-11 13:30:00,129.5,收盤平倉,0.0,-0.221,129.5,127.5
