symbol,方向,進場模式,進場時間,進場價,出場時間,出場價,出場原因,毛損益%,淨損益%,鎖定high,鎖定low
2367,空,兩者,2026-02-10 09:10:00,52.1,2026-02-10 10:10:00,51.7,移動停利,0.768,0.547,54.5,53.2
2367,空,兩者,2026-02-11 12:35:00,52.2,2026-02-11 13:30:00,52.5,收盤平倉,-0.575,-0.796,53.2,52.4
2367,空,兩者,2026-04-17 09:30:00,70.0,2026-04-17 13:30:00,68.5,收盤平倉,2.143,1.922,71.5,70.6
2367,空,兩者,2026-04-27 12:05:00,58.8,2026-04-27 13:05:00,59.5,移動停利,-1.19,-1.412,60.2,59.1
2367,空,兩者,2026-04-28 09:05:00,58.3,2026-04-28 09:10:00,59.2,移動停利,-1.544,-1.765,60.2,59.3
2367,空,兩者,2026-04-30 10:25:00,58.3,2026-04-30 13:30:00,57.7,收盤平倉,1.029,0.808,59.8,58.6
2367,空,兩者,2026-05-07 10:30:00,60.5,2026-05-07 13:20:00,61.2,移動停利,-1.157,-1.378,61.4,60.5
2367,空,兩者,2026-05-08 10:00:00,62.8,2026-05-08 10:35:00,62.2,移動停利,0.955,0.734,65.0,63.0
